Time,num_recovered
517.5,9605
517.75,9605
518,9605
518.25,9605
518.5,9605
518.75,9605
519,9605
519.25,9605
519.5,9605
519.75,9605
520,9605
520.25,9605
520.5,9605
520.75,9605
521,9605
521.25,9605
521.5,9605
521.75,9605
522,9605
522.25,9605
522.5,9605
522.75,9605
523,9605
523.25,9605
523.5,9605
523.75,9605
524,9605
524.25,9605
524.5,9605
524.75,9605
525,9605
525.25,9605
525.5,9605
525.75,9605
526,9605
526.25,9605
526.5,9605
526.75,9605
527,9605
527.25,9605
527.5,9605
527.75,9605
528,9605
528.25,9605
528.5,9605
528.75,9605
529,9605
529.25,9605
529.5,9605
529.75,9605
530,9605
530.25,9605
530.5,9605
530.75,9605
531,9605
531.25,9605
531.5,9605
531.75,9605
532,9605
532.25,9605
532.5,9605
532.75,9605
533,9605
533.25,9605
533.5,9605
533.75,9605
534,9605
534.25,9605
534.5,9605
534.75,9605
535,9605
535.25,9605
535.5,9605
535.75,9605
536,9605
536.25,9605
536.5,9605
536.75,9605
537,9605
537.25,9605
537.5,9605
537.75,9605
538,9605
538.25,9605
538.5,9605
538.75,9605
539,9605
539.25,9605
539.5,9605
539.75,9605
540,9605
540.25,9605
540.5,9605
540.75,9605
541,9605
541.25,9605
541.5,9605
541.75,9605
542,9605
542.25,9605
